Name,Description,Servers
APP-0012414,target global architectures,SRV-0101598
APP-0018014,architect rich content,"SRV-0102569, SRV-0109813, SRV-0103057, SRV-100906, SRV-0108920, SRV-1005195, SRV-1003946, SRV-0105521"
APP-0014325,maximize virtual synergies,"SRV-0105983, SRV-0104743, SRV-1006573"
APP-0007376,architect viral bandwidth,"SRV-1009963, SRV-1008804, SRV-1009506"
APP-0006206,e-enable sticky communities,"SRV-1003318, SRV-1005498, SRV-0104934, SRV-1008051"
APP-0004293,strategize synergistic applications,"SRV-1004480, SRV-1001657, SRV-1001566, SRV-1005896, SRV-0107348, SRV-100294, SRV-1008930"
APP-0000735,engineer dot-com relationships,"SRV-0105698, SRV-100462, SRV-100322, SRV-1007520, SRV-1006149, SRV-0106269, SRV-0101699"
APP-0003226,grow impactful partnerships,SRV-1003483
APP-0005345,integrate enterprise deliverables,"SRV-0102946, SRV-1001205, SRV-1002074, SRV-1004400, SRV-1001079, SRV-0103180, SRV-1006813"
APP-0019424,repurpose holistic users,"SRV-1008128, SRV-0107576, SRV-1006436, SRV-100351, SRV-0106582, SRV-1006235"
APP-0010583,generate visionary communities,"SRV-1005760, SRV-0102064, SRV-100999"
APP-0015375,incentivize leading-edge web services,"SRV-0104420, SRV-0106929, SRV-0101017"
APP-0012026,drive turn-key methodologies,"SRV-1005137, SRV-0108444, SRV-1009621, SRV-010506, SRV-0108724, SRV-0104799, SRV-1008318, SRV-0103307"
APP-0016883,envisioneer world-class ROI,"SRV-0102762, SRV-0105079, SRV-010940, SRV-1004102, SRV-010736, SRV-1001650, SRV-0105025, SRV-0101597, SRV-1007636"
APP-0016529,benchmark killer solutions,"SRV-0104213, SRV-0106241, SRV-0109530, SRV-0104522, SRV-1007455, SRV-1002667, SRV-1003833, SRV-0101922"
APP-0002783,re-intermediate robust synergies,"SRV-1008629, SRV-1005324, SRV-0106090, SRV-1008959, SRV-100464, SRV-0105004, SRV-0108961"
APP-0019775,iterate out-of-the-box experiences,"SRV-1005653, SRV-1009056, SRV-0109835, SRV-1005198"
APP-0011800,synthesize killer e-tailers,"SRV-1007448, SRV-1007466, SRV-1005213, SRV-0102977, SRV-0105049, SRV-0106958, SRV-1009754, SRV-1001575, SRV-1005591, SRV-0101844"
APP-0008807,extend synergistic technologies,"SRV-0103245, SRV-0105715, SRV-1005279, SRV-0101535, SRV-0108276, SRV-0105000, SRV-1004767"
APP-0000582,whiteboard leading-edge initiatives,"SRV-0105156, SRV-0106834, SRV-1004329, SRV-1008665, SRV-0103024"
APP-0003547,maximize real-time vortals,"SRV-1005937, SRV-100570, SRV-010677, SRV-0109215, SRV-1002766, SRV-100611, SRV-1005585"
APP-0016853,evolve B2C action-items,SRV-100843
APP-0006204,deliver collaborative portals,"SRV-0106121, SRV-1003209, SRV-0103021, SRV-1002983, SRV-1007777, SRV-1003564, SRV-0105774"
APP-0013048,harness holistic web services,"SRV-0101559, SRV-0108952, SRV-0103651, SRV-0102838, SRV-0105093, SRV-1003047, SRV-1008715, SRV-1009707"
APP-0018518,integrate intuitive ROI,"SRV-1008025, SRV-1002998, SRV-0104187, SRV-100372, SRV-0105898, SRV-1002045, SRV-0103070, SRV-0109706, SRV-0106407, SRV-0101539"
APP-0001732,utilize one-to-one users,"SRV-010595, SRV-0104449, SRV-1002268, SRV-1007120, SRV-0107851, SRV-0106122, SRV-0102558, SRV-0106872, SRV-1009655, SRV-1002341"
APP-0010449,benchmark cutting-edge experiences,"SRV-1002705, SRV-1002720"
APP-0002241,benchmark collaborative schemas,"SRV-1003708, SRV-1005279, SRV-1002709, SRV-0108280, SRV-0106058, SRV-1003666, SRV-0106111"
APP-0012345,innovate wireless eyeballs,"SRV-1009155, SRV-1004543, SRV-0108712, SRV-100657, SRV-1004725, SRV-0103277, SRV-0109862, SRV-1006608"
APP-0011480,scale granular technologies,"SRV-1005845, SRV-0105983, SRV-1003220, SRV-1002480, SRV-0107320"
APP-0014300,e-enable visionary paradigms,"SRV-100299, SRV-1006924, SRV-1002107, SRV-1007453, SRV-1003166, SRV-0103413, SRV-0107089, SRV-1009982"
APP-0006881,syndicate ubiquitous info-mediaries,"SRV-0101342, SRV-1009267, SRV-1007309, SRV-0105558, SRV-010498, SRV-0101932, SRV-1001958, SRV-0107749"
APP-0010206,embrace compelling niches,SRV-1006059
APP-0003121,productize viral networks,"SRV-1003985, SRV-0106542, SRV-0107510, SRV-0101245"
APP-0010735,unleash interactive vortals,"SRV-0106913, SRV-0101972, SRV-0105385, SRV-1007130"
APP-0007957,empower extensible web services,"SRV-1004949, SRV-0108045, SRV-1006753, SRV-0104303, SRV-0104581, SRV-0108776, SRV-10044"
APP-0008801,cultivate leading-edge convergence,"SRV-1001585, SRV-1005398, SRV-1008781, SRV-0103069, SRV-0107525, SRV-1009122"
APP-0014254,redefine best-of-breed markets,"SRV-100827, SRV-1004491, SRV-0108777, SRV-0108674"
APP-0004562,deploy best-of-breed portals,"SRV-010109, SRV-0109942, SRV-1007944, SRV-0108651, SRV-0104973"
APP-0004799,deploy vertical networks,"SRV-1007028, SRV-100978"
APP-0007825,engage world-class communities,"SRV-0107409, SRV-0103134, SRV-0106600, SRV-1006691, SRV-1004922, SRV-0104938"
APP-0019337,repurpose e-business functionalities,"SRV-0101837, SRV-0108066, SRV-1002561, SRV-1006868, SRV-1008121, SRV-1001067, SRV-1008659, SRV-1001623, SRV-0102225"
APP-0016301,engineer B2B initiatives,"SRV-1005550, SRV-1008009, SRV-0107327"
APP-0008921,reinvent intuitive e-business,"SRV-100494, SRV-1005390, SRV-0103402, SRV-0105373, SRV-01021"
APP-0017223,evolve wireless portals,"SRV-1007049, SRV-0109877, SRV-1003575"
APP-0004265,transition back-end e-markets,SRV-0109875
APP-0001165,incubate user-centric channels,"SRV-0107855, SRV-1001873, SRV-1009197, SRV-0105037"
APP-0009956,revolutionize best-of-breed schemas,"SRV-1002533, SRV-1009639, SRV-1003399"
APP-0000642,expedite innovative schemas,"SRV-1001289, SRV-1005751, SRV-0102182"
APP-0003147,unleash end-to-end e-business,"SRV-0105431, SRV-0101398"
APP-0004969,target e-business infrastructures,"SRV-1008961, SRV-0103130, SRV-1007884"
APP-0011899,engage one-to-one ROI,"SRV-1006696, SRV-0108094, SRV-0102244, SRV-1001923, SRV-0104414, SRV-0108434, SRV-1002612, SRV-1007243, SRV-0104630, SRV-1001722"
APP-0016243,brand transparent interfaces,SRV-0103674
APP-0014263,exploit front-end systems,"SRV-1005518, SRV-0102391, SRV-1007099, SRV-0108830, SRV-0106860, SRV-0106905, SRV-0103914"
APP-0001982,e-enable frictionless e-markets,"SRV-1008440, SRV-010328, SRV-0103880, SRV-1006120, SRV-0104919, SRV-0106226, SRV-0104731"
APP-0009206,implement e-business systems,"SRV-0101705, SRV-1008496, SRV-0101542"
APP-0014767,productize bricks-and-clicks schemas,"SRV-1007939, SRV-100371"
APP-0002957,aggregate extensible deliverables,"SRV-0109235, SRV-1001100"
APP-0019840,disintermediate compelling mindshare,"SRV-1005391, SRV-0101502, SRV-1005706, SRV-1004103, SRV-1001100, SRV-0109530, SRV-1009537, SRV-1009878, SRV-010854, SRV-0103010"
APP-0013804,redefine B2C ROI,SRV-0107766
APP-0009458,drive efficient models,"SRV-1009827, SRV-0103435, SRV-0106640, SRV-100799, SRV-0107230, SRV-1006665, SRV-0108621"
APP-0004466,syndicate virtual channels,"SRV-1003190, SRV-0106308, SRV-100452, SRV-0109249, SRV-1009963"
APP-0010326,productize customized applications,"SRV-0101117, SRV-0103892, SRV-0103919, SRV-1002946, SRV-1006680, SRV-0108841"
APP-0010033,orchestrate front-end users,"SRV-1003858, SRV-01051, SRV-0104488, SRV-0104904, SRV-0101585, SRV-1002169, SRV-0109431, SRV-0106747"
APP-0012765,seize efficient ROI,"SRV-0108175, SRV-1002987, SRV-100933, SRV-0107703, SRV-0103914, SRV-0101572"
APP-0004417,disintermediate sticky solutions,"SRV-1008855, SRV-0108654, SRV-0102529, SRV-0108952, SRV-1006113"
APP-0011003,extend customized action-items,"SRV-1007593, SRV-0107143"
APP-0017078,integrate 24/365 solutions,"SRV-1007656, SRV-0107946, SRV-100349, SRV-1007106, SRV-0109948, SRV-0106999, SRV-1006000, SRV-0104030, SRV-010651"
APP-0004095,embrace value-added infrastructures,"SRV-0109746, SRV-1004696, SRV-1001196"
APP-0012106,streamline cross-platform web services,"SRV-0106560, SRV-0108534, SRV-10095, SRV-1009166, SRV-01016, SRV-0103118, SRV-0102638, SRV-010600, SRV-1008989"
APP-0017092,evolve dot-com architectures,"SRV-0105641, SRV-0102311, SRV-0101137, SRV-1001229, SRV-1009309, SRV-1007187, SRV-1005491, SRV-1008016, SRV-0106026"
APP-0008246,re-contextualize collaborative e-tailers,SRV-1001874
APP-0017456,empower plug-and-play initiatives,"SRV-1005596, SRV-0103577, SRV-1008650, SRV-0105920, SRV-0107572, SRV-0105255, SRV-010416, SRV-0106984"
APP-0003195,exploit world-class eyeballs,"SRV-0108503, SRV-1002380, SRV-010875, SRV-0105950, SRV-1002962, SRV-010661, SRV-0103814, SRV-010724"
APP-0003870,whiteboard back-end models,"SRV-1004367, SRV-0103525, SRV-1009358, SRV-0102044, SRV-1002079, SRV-1007477, SRV-1007819, SRV-100825, SRV-1009116, SRV-1004287"
APP-0017858,engineer B2C bandwidth,"SRV-1009515, SRV-0102966, SRV-0101309, SRV-1007317"
APP-0011814,orchestrate intuitive vortals,SRV-1005737
APP-0007945,leverage robust web-readiness,"SRV-010818, SRV-0107991, SRV-1006042, SRV-100160, SRV-0103960, SRV-0107992, SRV-1002052, SRV-0101702"
APP-0014481,envisioneer cutting-edge niches,"SRV-0105296, SRV-1007548, SRV-0105739, SRV-1009983"
APP-0016069,productize transparent technologies,"SRV-1007906, SRV-1008197"
APP-0006801,syndicate frictionless partnerships,SRV-100645
APP-0019139,seize interactive users,"SRV-1001536, SRV-1009391, SRV-0107533, SRV-0108388, SRV-1009537, SRV-0106388, SRV-1008284, SRV-0108891"
APP-0006817,unleash strategic users,"SRV-0103033, SRV-1002200, SRV-0104886, SRV-0106243, SRV-0108749, SRV-1004563, SRV-1001761, SRV-0103731, SRV-1006202, SRV-1004453"
APP-0000024,iterate intuitive communities,"SRV-0105901, SRV-100423, SRV-1009760, SRV-0107269, SRV-1001749, SRV-0105145, SRV-1006740, SRV-1005161, SRV-1009558"
APP-0014877,deploy collaborative niches,"SRV-100188, SRV-1009222, SRV-010477, SRV-0102836, SRV-0105089, SRV-0102382, SRV-1008747, SRV-0104813"
APP-0009117,productize innovative portals,SRV-1005269
APP-0019274,maximize enterprise bandwidth,"SRV-0106791, SRV-1008363, SRV-0104845, SRV-1006452, SRV-0107037, SRV-1005128, SRV-1005503, SRV-1004223, SRV-1009569, SRV-0108929"
APP-0016394,scale 24/7 architectures,"SRV-0103937, SRV-0101525, SRV-010214, SRV-0107975, SRV-1004114, SRV-0106215, SRV-0102831, SRV-1004377"
APP-0011049,deliver one-to-one ROI,"SRV-0106573, SRV-1008364, SRV-0103218, SRV-1003245, SRV-0109786, SRV-0105648, SRV-1008215, SRV-0104206, SRV-0108358, SRV-0105354"
APP-0014171,repurpose cross-platform paradigms,"SRV-0107055, SRV-1005349"
APP-0012934,morph end-to-end e-services,"SRV-100716, SRV-100608, SRV-0107671"
APP-0013865,seize value-added models,"SRV-0108949, SRV-1003612, SRV-1006622, SRV-0105265, SRV-1006833, SRV-100855, SRV-0108930, SRV-0108781, SRV-1007385"
APP-0007494,evolve clicks-and-mortar methodologies,"SRV-0108277, SRV-0105063"
APP-0006997,strategize compelling supply-chains,"SRV-0105331, SRV-1004828, SRV-010837, SRV-1004399, SRV-0106310, SRV-0102348, SRV-010591"
APP-0019096,deliver efficient metrics,"SRV-0104441, SRV-1006252"
APP-0004495,utilize impactful partnerships,"SRV-1003885, SRV-0106228, SRV-1002115, SRV-1004317, SRV-1001046, SRV-0104403"
APP-0007861,integrate bricks-and-clicks eyeballs,"SRV-0105506, SRV-1008337, SRV-1002189"
APP-0011914,harness granular vortals,"SRV-0107279, SRV-1006630, SRV-1002588, SRV-0103748, SRV-1005113, SRV-1006175, SRV-1003710"
APP-0006818,productize world-class platforms,"SRV-100630, SRV-1004316, SRV-1005597, SRV-0109411, SRV-100297, SRV-1003509, SRV-0103053, SRV-1003632, SRV-0104048, SRV-1008442"
APP-0009999,harness turn-key partnerships,"SRV-0109949, SRV-0105410, SRV-1002377, SRV-0106239"
APP-0001756,brand leading-edge users,"SRV-1002466, SRV-1001948, SRV-010420, SRV-100133, SRV-0104181, SRV-0101448"
APP-0008444,incentivize back-end deliverables,"SRV-1009690, SRV-010468, SRV-1002299, SRV-1001875, SRV-0104981, SRV-010368"
APP-0007946,synergize value-added partnerships,"SRV-0103560, SRV-1001633, SRV-1003356, SRV-10087, SRV-0108392, SRV-1006998"
APP-0014920,synthesize cross-media e-services,"SRV-0101363, SRV-0104845, SRV-0104830, SRV-1003541, SRV-0108184, SRV-0101660, SRV-1005314, SRV-1008683, SRV-0107162, SRV-1002858"
APP-0005762,architect dynamic markets,"SRV-0103476, SRV-0101287, SRV-0109632, SRV-0104775, SRV-0104244"
APP-0011218,benchmark 24/7 synergies,SRV-1002654
APP-0017709,synergize interactive e-business,"SRV-0102079, SRV-0105134"
APP-0019962,iterate front-end models,"SRV-1009665, SRV-1009380, SRV-1006366, SRV-1004710, SRV-0105375, SRV-0104909, SRV-0105034, SRV-0104249, SRV-0101490"
APP-0002897,architect killer platforms,"SRV-0101251, SRV-1006254, SRV-1005279"
APP-0004574,exploit cross-platform niches,"SRV-1001618, SRV-0101233, SRV-1007057, SRV-0106412, SRV-1006941, SRV-1008059"
APP-0013911,reinvent 24/7 architectures,"SRV-010409, SRV-1008273, SRV-1003990, SRV-1003717, SRV-010827, SRV-0101909, SRV-0102302, SRV-1008976, SRV-100207, SRV-0105054"
APP-0006024,morph proactive networks,"SRV-0106451, SRV-0103799"
APP-0013930,productize ubiquitous e-services,"SRV-0109545, SRV-0103253, SRV-1007504, SRV-0101749, SRV-1008113, SRV-1009789, SRV-1004276, SRV-1001257, SRV-0102544"
APP-0015546,unleash enterprise eyeballs,"SRV-0102912, SRV-0104668, SRV-0104892, SRV-0103897, SRV-1001912, SRV-1007327"
APP-0006610,implement dot-com schemas,"SRV-1008931, SRV-0107185, SRV-0104756, SRV-1008493, SRV-1006289, SRV-1002988, SRV-1005151, SRV-0107318, SRV-1008444"
APP-0008449,whiteboard user-centric e-commerce,"SRV-0107900, SRV-0104665, SRV-1007892, SRV-1001757, SRV-010908, SRV-1005154, SRV-0109796, SRV-0109068"
APP-0008260,engineer strategic web-readiness,"SRV-1003330, SRV-0103297, SRV-0105006, SRV-0108167, SRV-1002716, SRV-0107127"
APP-0001527,harness visionary e-commerce,"SRV-1008048, SRV-0105875, SRV-0102822, SRV-1006950, SRV-1002414, SRV-0104081, SRV-1005857, SRV-1004678, SRV-1002246, SRV-0102499"
APP-0014843,strategize enterprise technologies,SRV-0102537
APP-0016172,scale interactive paradigms,"SRV-0107398, SRV-1003948, SRV-1006446"
APP-0000937,engineer holistic schemas,"SRV-0107091, SRV-1008376"
APP-0012644,unleash rich solutions,"SRV-1007215, SRV-0103212, SRV-0101120, SRV-1001891, SRV-1004793, SRV-0107728, SRV-1005911"
APP-0010421,streamline strategic functionalities,SRV-0109592
APP-0016487,expedite sticky synergies,"SRV-1007344, SRV-1003122"
APP-0003738,transform bricks-and-clicks paradigms,"SRV-100130, SRV-0101747"
APP-0008016,visualize B2B experiences,"SRV-0101904, SRV-0108682, SRV-1001409"
APP-0007408,orchestrate frictionless platforms,SRV-0105004
APP-0009235,iterate open-source niches,"SRV-1008081, SRV-1004689, SRV-1004988, SRV-0107584, SRV-1004813, SRV-1001389"
APP-0008853,matrix robust communities,SRV-1007242
APP-0007368,deploy compelling users,"SRV-0105780, SRV-0102767, SRV-1001556, SRV-010127, SRV-1007929, SRV-0101888, SRV-0107957, SRV-0103285, SRV-1003903, SRV-0102055"
APP-0002422,implement dot-com mindshare,"SRV-1006205, SRV-1008451"
APP-0001315,implement extensible initiatives,"SRV-0106490, SRV-1005877, SRV-0109993, SRV-1009132, SRV-0102381, SRV-1009085, SRV-0101580"
APP-0016409,whiteboard revolutionary initiatives,"SRV-1004061, SRV-0101083, SRV-1002838, SRV-1008186, SRV-0106101, SRV-0104986, SRV-0102784, SRV-0107967, SRV-0109772"
APP-0005667,syndicate visionary schemas,"SRV-1005862, SRV-0101410, SRV-0102978, SRV-0101678, SRV-1002003, SRV-1002274, SRV-01064, SRV-1005058"
APP-0012339,seize wireless relationships,"SRV-0109122, SRV-1006628, SRV-1006189, SRV-0109085, SRV-1003342, SRV-1007426, SRV-0108470, SRV-010665"
APP-0004170,visualize one-to-one deliverables,"SRV-1008499, SRV-0101671, SRV-0106087, SRV-1003046, SRV-0106583, SRV-0103357"
APP-0005170,aggregate impactful eyeballs,"SRV-010763, SRV-1002433, SRV-0101428, SRV-0101686"
APP-0000959,utilize end-to-end systems,"SRV-0107853, SRV-100684, SRV-1005602, SRV-0105805, SRV-0103832, SRV-0109727, SRV-1003045, SRV-0104223, SRV-0107578"
APP-0003717,synthesize robust interfaces,"SRV-1003581, SRV-0103272, SRV-0107191, SRV-0104813, SRV-0101679, SRV-0104348"
APP-0001314,drive real-time ROI,"SRV-0104714, SRV-0105356"
APP-0019079,iterate efficient vortals,SRV-10025
APP-0010628,e-enable frictionless applications,"SRV-0101114, SRV-1002979, SRV-1005332, SRV-0103579"
APP-0005842,target 24/7 solutions,"SRV-1005056, SRV-1002299, SRV-1007464"
APP-0015213,morph mission-critical content,"SRV-0103213, SRV-1003814, SRV-1005008"
APP-0005227,innovate killer eyeballs,"SRV-0107561, SRV-1001476, SRV-0104720"
APP-0005655,cultivate proactive vortals,SRV-0105123
APP-0016229,deliver clicks-and-mortar partnerships,"SRV-1005833, SRV-1004560, SRV-0101365, SRV-1003117, SRV-1005781, SRV-0108134, SRV-1002178, SRV-1002464"
APP-0018654,aggregate back-end content,"SRV-100770, SRV-1004283, SRV-1002297"
APP-0015832,synthesize seamless models,SRV-0109799
APP-0014124,engage next-generation ROI,"SRV-0103123, SRV-010303, SRV-0103633, SRV-1001575, SRV-1006799"
APP-0016525,incubate B2C partnerships,"SRV-0107621, SRV-0109245, SRV-0101220, SRV-0101897, SRV-0107107, SRV-1009341, SRV-0106715, SRV-1003292"
APP-0005050,benchmark open-source supply-chains,SRV-1001789
APP-0015206,grow virtual mindshare,"SRV-0103962, SRV-100686, SRV-1002969, SRV-0108593, SRV-0109493, SRV-0107992, SRV-1009562, SRV-0103062"
APP-0006610,streamline next-generation ROI,"SRV-0103449, SRV-0102514, SRV-0109477, SRV-1009199"
APP-0014325,exploit rich relationships,"SRV-010489, SRV-1004254"
APP-0017795,enable 24/7 convergence,"SRV-1008903, SRV-0109735, SRV-1004932, SRV-0101207, SRV-1003444, SRV-0103098, SRV-1005018, SRV-1008428, SRV-0103948, SRV-0104010"
APP-0001592,maximize cross-platform functionalities,"SRV-1006881, SRV-0106388, SRV-1007151"
APP-0015541,iterate turn-key infrastructures,"SRV-0104707, SRV-1009428, SRV-1004643, SRV-0101237"
APP-0015597,disintermediate robust methodologies,"SRV-0109345, SRV-1003784, SRV-0106938, SRV-1009656, SRV-1006492, SRV-0106066, SRV-1002769, SRV-1003555"
APP-0008845,deploy extensible platforms,"SRV-010978, SRV-0108527, SRV-1006382, SRV-1009349, SRV-10039, SRV-1002884"
APP-0016244,strategize customized vortals,"SRV-1007210, SRV-0106498, SRV-1002652, SRV-0106576, SRV-0108422, SRV-1003458"
APP-0007339,evolve real-time e-markets,"SRV-0101352, SRV-1001919, SRV-1002340, SRV-1005668"
APP-0001547,orchestrate bricks-and-clicks infrastructures,"SRV-1005135, SRV-100618"
APP-0018997,productize mission-critical interfaces,"SRV-1003290, SRV-0102135, SRV-1005306, SRV-0104293, SRV-010837, SRV-0106958, SRV-010453, SRV-0102897"
APP-0019057,facilitate bricks-and-clicks e-business,"SRV-01033, SRV-0101703"
APP-0015353,reinvent integrated convergence,"SRV-0109896, SRV-0107869, SRV-1008686, SRV-1001996, SRV-1007340, SRV-1007058"
APP-0008474,whiteboard strategic infrastructures,"SRV-100405, SRV-1004166, SRV-0104786, SRV-1007992"
APP-0014766,re-contextualize revolutionary technologies,SRV-100627
APP-0014307,engineer plug-and-play markets,"SRV-1005142, SRV-1002900, SRV-0103018, SRV-0104025, SRV-1005528"
APP-0001067,redefine end-to-end interfaces,"SRV-0101311, SRV-100504, SRV-100126, SRV-1002295, SRV-0106732, SRV-1005541"
APP-0004741,matrix collaborative methodologies,"SRV-010400, SRV-0105463"
APP-0011291,strategize turn-key initiatives,"SRV-0105760, SRV-1004479, SRV-1007700"
APP-0017867,transition strategic web-readiness,"SRV-0103678, SRV-0103216, SRV-1001022, SRV-0103228, SRV-1008508, SRV-1006804"
APP-0012094,enable strategic bandwidth,"SRV-010293, SRV-1002078, SRV-0107319, SRV-0104806, SRV-1006385"
APP-0005144,transition virtual initiatives,"SRV-1006169, SRV-010150, SRV-1005225, SRV-1006070, SRV-1001452, SRV-0101451, SRV-0108827, SRV-1009346"
APP-0000286,enable 24/7 action-items,"SRV-1005167, SRV-0103290, SRV-0104171, SRV-0103265, SRV-0107708, SRV-1006407, SRV-0103982, SRV-100650"
